materials,property,E,E_tet,E_oct,A,B,C,Cation,Metal,Anion,U,ELN_A,ELN_B,ELN_X,DELNAX,DELNBX,R_AX,R_BX,U_emp,E_site,oxidation_state,E_metal,OCV
CaNb2Se4,1.70586731,-332.4733069,-334.19583,-333.2003214,11.47022907,11.47022907,11.47022907,0.99,0.64,1.98,0.389565209,1,1.6,2.55,2.4025,0.9025,2.97,2.62,0.399712693,0.99550863,2,-2,-1.86126154
AlNb2Se4,5.00653864,-335.0914726,-339.0195026,-334.3443506,10.78279186,10.78279186,10.78279186,0.53,0.64,1.98,0.378442058,1.61,1.6,2.55,0.8836,0.9025,2.51,2.62,0.382477818,4.675152,3,-3.75,-2.559343323
LiMo2Se4,2.00303609,-325.0336935,-327.8595715,-325.8565354,10.83583875,10.83583875,10.83583875,0.76,0.54,1.98,0.383773775,0.98,2.16,2.55,2.4649,0.1521,2.74,2.52,0.397057408,2.00303609,1,-1.906,-4.73187793
NaMo2Se4,0.28038744,-316.0074027,-313.599713,-313.6665584,11.20868703,11.20868703,11.20868703,1.02,0.54,1.98,0.39085687,0.93,2.16,2.55,2.6244,0.1521,3,2.52,0.405384714,-0.0668454,1,-1.315,1.09268973
KMo2Se4,0.69321678,-309.7995921,-307.4439116,-307.994917,11.61228444,11.61228444,11.61228444,1.38,0.54,1.98,0.398362721,0.82,2.16,2.55,2.9929,0.1521,3.36,2.52,0.414121505,-0.55100536,1,-1.09375,1.26193049
MgMo2Se4,0.4185595,-321.0298757,-317.8267286,-317.5526084,11.05927873,11.05927873,11.05927873,0.72,0.54,1.98,0.386222155,1.31,2.16,2.55,1.5376,0.1521,2.7,2.52,0.395545954,0.27412022,2,-1.595,0.80407356
CaMo2Se4,0.72855452,-331.9232074,-326.8402501,-327.3931391,11.39778789,11.39778789,11.39778789,0.99,0.54,1.98,0.392282176,1,2.16,2.55,2.4025,0.1521,2.97,2.52,0.404531942,-0.55288904,2,-2,1.541478635
AlMo2Se4,5.8258449,-330.1297074,-326.315814,-330.7387513,10.79413066,10.79413066,10.79413066,0.53,0.54,1.98,0.381957122,1.61,2.16,2.55,0.8836,0.1521,2.51,2.52,0.387089269,-4.42293728,3,-3.75,0.02129779
LiTc2Se4,0.24143167,-312.2750769,-308.6241655,-308.5038037,10.69668521,10.69668521,10.69668521,0.76,0.5,1.98,0.384696568,0.98,2.1,2.55,2.4649,0.2025,2.74,2.48,0.399218828,0.12036181,1,-1.906,1.74491142
NaTc2Se4,0.41531147,-302.8203221,-300.1745491,-300.42801,11.05405867,11.05405867,11.05405867,1.02,0.5,1.98,0.391874371,0.93,2.1,2.55,2.6244,0.2025,3,2.48,0.407591464,-0.25346094,1,-1.315,1.33077307
KTc2Se4,0.61261027,-296.0499965,-293.8046315,-294.4165285,11.4401957,11.4401957,11.4401957,1.38,0.5,1.98,0.399149546,0.82,2.1,2.55,2.9929,0.2025,3.36,2.48,0.416375814,-0.61189693,1,-1.09375,1.15161501
MgTc2Se4,0.43572269,-307.8518959,-304.8200611,-304.5873188,10.80160803,10.80160803,10.80160803,0.72,0.5,1.98,0.387003865,1.31,2.1,2.55,1.5376,0.2025,2.7,2.48,0.397699146,0.23274236,2,-1.595,0.71841738
CaTc2Se4,0.78031803,-316.3606308,-312.1752479,-312.9032269,11.16129161,11.16129161,11.16129161,0.99,0.5,1.98,0.39425401,1,2.1,2.55,2.4025,0.2025,2.97,2.48,0.40673405,-0.72797903,2,-2,1.09269148
AlTc2Se4,3.59116799,-320.0307131,-321.2027077,-317.6115397,10.60009461,10.60009461,10.60009461,0.53,0.5,1.98,0.384206552,1.61,2.1,2.55,0.8836,0.2025,2.51,2.48,0.389196427,3.59116799,3,-3.75,-1.64066487
LiRu2Se4,0.81424241,-294.1261505,-293.3339761,-292.6439223,10.48931688,10.48931688,10.48931688,0.76,0.56,1.98,0.385948321,0.98,2.2,2.55,2.4649,0.1225,2.74,2.54,0.396040113,0.69005375,1,-1.906,-1.11382555
NaRu2Se4,0.81568557,-284.216126,-283.690768,-283.442624,10.8998523,10.8998523,10.8998523,1.02,0.56,1.98,0.395212734,0.93,2.2,2.55,2.6244,0.1225,3,2.54,0.404346084,0.24814395,1,-1.315,-0.78964194
KRu2Se4,0.73063309,-278.0697305,-276.7505543,-277.0264144,11.2923369,11.2923369,11.2923369,1.38,0.56,1.98,0.402370956,0.82,2.2,2.55,2.9929,0.1225,3.36,2.54,0.41306049,-0.2758601,1,-1.09375,0.22542623
MgRu2Se4,0.853738,-292.3498806,-289.7020741,-290.0088091,10.6755059,10.6755059,10.6755059,0.72,0.56,1.98,0.389685519,1.31,2.2,2.55,1.5376,0.1225,2.7,2.54,0.394532532,-0.30673496,2,-1.595,0.52640321
CaRu2Se4,1.31284411,-300.1865502,-296.7649989,-297.4130344,11.01362717,11.01362717,11.01362717,0.99,0.56,1.98,0.395850874,1,2.2,2.55,2.4025,0.1225,2.97,2.54,0.403495496,-0.64803549,2,-2,0.71077565
AlRu2Se4,0.86193101,-307.0612338,-301.8207803,-301.3948378,10.50981982,10.50981982,10.50981982,0.53,0.56,1.98,0.386953505,1.61,2.2,2.55,0.8836,0.1225,2.51,2.54,0.386097514,0.42594254,3,-3.75,0.496817833
LiRh2Se4,0.23306654,-274.8978696,-270.8321634,-270.6605743,10.55093337,10.55093337,10.55093337,0.76,0.55,1.98,0.388246424,0.98,2.28,2.55,2.4649,0.0729,2.74,2.53,0.39654381,0.17158909,1,-1.906,2.1597062
NaRh2Se4,0.24671263,-265.9423446,-262.793701,-262.9939841,10.90931858,10.90931858,10.90931858,1.02,0.55,1.98,0.395966632,0.93,2.28,2.55,2.6244,0.0729,3,2.53,0.404860345,-0.20028315,1,-1.315,1.83364369
KRh2Se4,0.76393393,-259.4358026,-256.8037453,-257.4898535,11.2776443,11.2776443,11.2776443,1.38,0.55,1.98,0.402137552,0.82,2.28,2.55,2.9929,0.0729,3.36,2.53,0.413585834,-0.68610823,1,-1.09375,1.53830729
MgRh2Se4,0.51354043,-274.4268363,-270.4310162,-270.0643453,10.70320058,10.70320058,10.70320058,0.72,0.55,1.98,0.3913198,1.31,2.28,2.55,1.5376,0.0729,2.7,2.53,0.395034311,0.36667085,2,-1.595,1.200410085
CaRh2Se4,0.74248686,-284.0286281,-278.474131,-279.0478976,11.00685044,11.00685044,11.00685044,0.99,0.55,1.98,0.396520986,1,2.28,2.55,2.4025,0.0729,2.97,2.53,0.404008675,-0.57376666,2,-2,1.77724858
AlRh2Se4,0.45902846,-284.3999489,-280.4817703,-280.2887279,10.58717592,10.58717592,10.58717592,0.53,0.55,1.98,0.387621747,1.61,2.28,2.55,0.8836,0.0729,2.51,2.53,0.386588565,0.19304241,3,-3.75,0.05605954
LiPd2Se4,0.2701197,-235.8109081,-232.3105087,-232.040389,10.70379675,10.70379675,10.70379675,0.76,0.63,1.98,0.387768304,0.98,2.2,2.55,2.4649,0.1225,2.74,2.61,0.392763279,0.2701197,1,-1.906,1.59439935
NaPd2Se4,0.32263098,-227.6567697,-225.0275468,-225.1768614,11.05569799,11.05569799,11.05569799,1.02,0.63,1.98,0.394600488,0.93,2.2,2.55,2.6244,0.1225,3,2.61,0.401000526,-0.14931462,1,-1.315,1.31422292
KPd2Se4,0.51056281,-221.6389455,-219.4458602,-219.956423,11.4570874,11.4570874,11.4570874,1.38,0.63,1.98,0.40112127,0.82,2.2,2.55,2.9929,0.1225,3.36,2.61,0.409642829,-0.51056281,1,-1.09375,1.09933525
MgPd2Se4,0.43227446,-232.2743599,-228.9592624,-228.9913757,10.88108447,10.88108447,10.88108447,0.72,0.63,1.98,0.389276537,1.31,2.2,2.55,1.5376,0.1225,2.7,2.61,0.391268171,-0.03211328,2,-1.595,0.86004873
CaPd2Se4,0.62662774,-241.3992296,-236.8737191,-237.3651974,11.20503488,11.20503488,11.20503488,0.99,0.63,1.98,0.395263212,1,2.2,2.55,2.4025,0.1225,2.97,2.61,0.400156976,-0.4914783,2,-2,1.26275527
AlPd2Se4,0.89847885,-246.3326733,-241.4688719,-241.7390605,10.73061506,10.73061506,10.73061506,0.53,0.63,1.98,0.383982394,1.61,2.2,2.55,0.8836,0.1225,2.51,2.61,0.382902944,-0.27018857,3,-3.75,0.371267113
LiAg2Se4,4.74516485,-172.9926835,-170.56054,-175.1494761,10.96667954,10.96667954,10.96667954,0.76,0.68,1.98,0.383063895,0.98,1.93,2.55,2.4649,0.3844,2.74,2.66,0.390653015,-4.5889361,1,-1.906,0.52614349
NaAg2Se4,2.64835104,-165.1075848,-164.6840125,-162.1447207,11.42495096,11.42495096,11.42495096,1.02,0.68,1.98,0.392516157,0.93,1.93,2.55,2.6244,0.3844,3,2.66,0.398846004,2.53929182,1,-1.315,-0.89142773
KAg2Se4,0.33019737,-161.4384393,-158.3202705,-158.6504679,11.90113846,11.90113846,11.90113846,1.38,0.68,1.98,0.40021052,0.82,1.93,2.55,2.9929,0.3844,3.36,2.66,0.407441874,-0.33019737,1,-1.09375,2.0244188
MgAg2Se4,0.40482721,-175.9005552,-171.2353603,-171.4638036,11.15624229,11.15624229,11.15624229,0.72,0.68,1.98,0.384723925,1.31,1.93,2.55,1.5376,0.3844,2.7,2.66,0.38916594,-0.22844332,2,-1.595,1.535097435
CaAg2Se4,1.0799135,-185.6480121,-179.5974931,-180.3617858,11.54079334,11.54079334,11.54079334,0.99,0.68,1.98,0.392140358,1,1.93,2.55,2.4025,0.3844,2.97,2.66,0.398006987,-0.76429275,2,-2,2.025259535
AlAg2Se4,0.72423789,-195.2156212,-188.3193834,-188.5242844,11.00258853,11.00258853,11.00258853,0.53,0.68,1.98,0.37857126,1.61,1.93,2.55,0.8836,0.3844,2.51,2.66,0.380845659,-0.20490095,3,-3.75,1.048745917
LiCd2Se4,2.12083751,-153.8333285,-151.9742347,-153.6136262,11.28836424,11.28836424,11.28836424,0.76,0.97,1.98,0.379033503,0.98,1.69,2.55,2.4649,0.7396,2.74,2.95,0.380986407,-1.63939143,1,-1.906,-0.04690625
NaCd2Se4,0.24879459,-146.1051535,-142.2643216,-142.4967264,11.81245974,11.81245974,11.81245974,1.02,0.97,1.98,0.389116953,0.93,1.69,2.55,2.6244,0.7396,3,2.95,0.388976663,-0.23240482,1,-1.315,2.52583196
KCd2Se4,0.4311576,-143.5237783,-140.3219691,-140.7321259,12.2699128,12.2699128,12.2699128,1.38,0.97,1.98,0.396986014,0.82,1.69,2.55,2.9929,0.7396,3.36,2.95,0.39735983,-0.41015675,1,-1.09375,2.10805916
MgCd2Se4,0.43741424,-160.1850847,-154.4398991,-154.5225518,11.43690461,11.43690461,11.43690461,0.72,0.97,1.98,0.381114802,1.31,1.69,2.55,1.5376,0.7396,2.7,2.95,0.37953613,-0.08265266,2,-1.595,2.075092815
CaCd2Se4,0.52502492,-170.3098503,-163.3625126,-163.8875375,11.85126951,11.85126951,11.85126951,0.99,0.97,1.98,0.387952484,1,1.69,2.55,2.4025,0.7396,2.97,2.95,0.388158407,-0.52502492,2,-2,2.47366884
AlCd2Se4,0.52724424,-180.2732408,-172.4957209,-172.4483905,11.24379423,11.24379423,11.24379423,0.53,0.97,1.98,0.375683566,1.61,1.69,2.55,0.8836,0.7396,2.51,2.95,0.371421731,0.04733035,3,-3.75,1.342506627
LiLa2Se4,0.17578653,-291.1237001,-286.0408271,-285.8650406,12.22491598,12.22491598,12.22491598,0.76,1.03,1.98,0.378807656,0.98,1.1,2.55,2.4649,2.1025,2.74,3.01,0.379376846,0.17578653,1,-1.906,3.17687296
NaLa2Se4,0.12861941,-287.0816911,-282.5049856,-282.4878525,12.56411446,12.56411446,12.56411446,1.02,1.03,1.98,0.386004652,0.93,1.1,2.55,2.6244,2.1025,3,3.01,0.387333345,0.01713307,1,-1.315,3.26170546
KLa2Se4,0.14184639,-286.7659845,-282.3308945,-282.3856463,12.93541631,12.93541631,12.93541631,1.38,1.03,1.98,0.393046647,0.82,1.1,2.55,2.9929,2.1025,3.36,3.01,0.395681095,-0.05475189,1,-1.09375,3.34134
MgLa2Se4,0.36642889,-298.9570851,-292.9171138,-292.5506849,12.15921958,12.15921958,12.15921958,0.72,1.03,1.98,0.376919813,1.31,1.1,2.55,1.5376,2.1025,2.7,3.01,0.377932695,0.36642889,2,-1.595,2.222485685
CaLa2Se4,0.44091778,-314.824335,-306.6287193,-306.762191,12.48013417,12.48013417,12.48013417,0.99,1.03,1.98,0.383229948,1,1.1,2.55,2.4025,2.1025,2.97,3.01,0.386518546,-0.13347177,2,-2,3.09780784
AlLa2Se4,0.93967105,-305.8550765,-302.0140077,-301.1851959,11.87922566,11.87922566,11.87922566,0.53,1.03,1.98,0.369219961,1.61,1.1,2.55,0.8836,2.1025,2.51,3.01,0.369852578,0.82881184,3,-3.75,0.03035626
LiHf2Se4,0.20657555,-359.1021716,-356.291244,-356.3146252,11.03514852,11.03514852,11.03514852,0.76,0.71,1.98,0.380365669,0.98,1.3,2.55,2.4649,1.5625,2.74,2.69,0.389465144,-0.02338124,1,-1.906,0.90492764
NaHf2Se4,0.38646785,-349.9457759,-348.1980272,-348.4622072,11.39015841,11.39015841,11.39015841,1.02,0.71,1.98,0.387116963,0.93,1.3,2.55,2.6244,1.5625,3,2.69,0.39763322,-0.26417997,1,-1.315,0.43274867
KHf2Se4,0.51279348,-343.0613932,-341.8009239,-342.288446,11.77233678,11.77233678,11.77233678,1.38,0.71,1.98,0.393883807,0.82,1.3,2.55,2.9929,1.5625,3.36,2.69,0.406202952,-0.48752218,1,-1.09375,0.16671933
MgHf2Se4,0.38470682,-347.8503281,-347.0410537,-346.937314,11.14481414,11.14481414,11.14481414,0.72,0.71,1.98,0.38152478,1.31,1.3,2.55,1.5376,1.5625,2.7,2.69,0.387982591,0.10373973,2,-1.595,-0.39286279
CaHf2Se4,0.98477455,-356.7220299,-355.1912063,-356.0939347,11.50269957,11.50269957,11.50269957,0.99,0.71,1.98,0.387888763,1,1.3,2.55,2.4025,1.5625,2.97,2.69,0.396796754,-0.9027284,2,-2,-0.234588205
AlHf2Se4,0.70421239,-353.9444368,-352.9120762,-352.2078639,10.97221185,10.97221185,10.97221185,0.53,0.71,1.98,0.378027963,1.61,1.3,2.55,0.8836,1.5625,2.51,2.69,0.379687609,0.70421239,3,-3.75,-0.905879813
LiTa2Se4,0.58310732,-356.6662107,-357.2931888,-357.4963024,10.69289887,10.69289887,10.69289887,0.76,0.64,1.98,0.378516677,0.98,1.5,2.55,2.4649,1.1025,2.74,2.62,0.392327205,-0.20311357,1,-1.906,-2.53297816
NaTa2Se4,0.57905647,-344.0205694,-347.2928624,-347.8719188,11.10564121,11.10564121,11.10564121,1.02,0.64,1.98,0.386455137,0.93,1.5,2.55,2.6244,1.1025,3,2.62,0.400555306,-0.57905647,1,-1.315,-4.58729299
KTa2Se4,0.83225056,-335.3676072,-339.3967422,-339.6191563,11.58474387,11.58474387,11.58474387,1.38,0.64,1.98,0.395347903,0.82,1.5,2.55,2.9929,1.1025,3.36,2.62,0.409188014,-0.22241409,1,-1.09375,-5.12288503
MgTa2Se4,1.13681586,-345.7831762,-350.8932333,-349.7564174,10.9026001,10.9026001,10.9026001,0.72,0.64,1.98,0.38231993,1.31,1.5,2.55,1.5376,1.1025,2.7,2.62,0.390833757,1.13681586,2,-1.595,-3.352528545
CaTa2Se4,1.25489336,-352.3629845,-355.3622387,-356.4563639,11.34676242,11.34676242,11.34676242,0.99,0.64,1.98,0.389915528,1,1.5,2.55,2.4025,1.1025,2.97,2.62,0.399712693,-1.09412528,2,-2,-2.49962709
AlTa2Se4,1.03070399,-354.8523776,-354.8209583,-354.7098888,10.75320369,10.75320369,10.75320369,0.53,0.64,1.98,0.379619593,1.61,1.5,2.55,0.8836,1.1025,2.51,2.62,0.382477818,0.11106952,3,-3.75,-1.23952689
LiW2Se4,2.75731762,-345.4615479,-353.357019,-350.5997014,10.76263868,10.76263868,10.76263868,0.76,0.56,1.98,0.38335459,0.98,1.7,2.55,2.4649,0.7225,2.74,2.54,0.396040113,2.75731762,1,-1.906,-9.8014711
NaW2Se4,1.17572779,-336.0372158,-339.5765369,-338.4008091,11.19000434,11.19000434,11.19000434,1.02,0.56,1.98,0.390862124,0.93,1.7,2.55,2.6244,0.7225,3,2.54,0.404346084,1.17572779,1,-1.315,-4.85432108
KW2Se4,0.48631582,-329.4460921,-327.6589511,-328.1334942,11.59148599,11.59148599,11.59148599,1.38,0.56,1.98,0.398175574,0.82,1.7,2.55,2.9929,0.7225,3.36,2.54,0.41306049,-0.47454317,1,-1.09375,0.69339104
MgW2Se4,6.69672969,-337.7490499,-335.2710691,-341.3493196,11.02941951,11.02941951,11.02941951,0.72,0.56,1.98,0.386859446,1.31,1.7,2.55,1.5376,0.7225,2.7,2.54,0.394532532,-6.07825048,2,-1.595,0.44149036
CaW2Se4,0.73002167,-348.4550164,-344.254928,-344.8532004,11.38901484,11.38901484,11.38901484,0.99,0.56,1.98,0.393005479,1,1.7,2.55,2.4025,0.7225,2.97,2.54,0.403495496,-0.5982724,2,-2,1.10004419
AlW2Se4,4.65035567,-346.7111554,-352.4709576,-348.7710336,10.67221592,10.67221592,10.67221592,0.53,0.56,1.98,0.382200855,1.61,1.7,2.55,0.8836,0.7225,2.51,2.54,0.386097514,3.69992404,3,-3.75,-3.16993408
LiRe2Se4,3.52445754,-332.5767791,-337.5012233,-333.9767658,10.64273326,10.64273326,10.64273326,0.76,0.53,1.98,0.38375716,0.98,1.9,2.55,2.4649,0.4225,2.74,2.51,0.397581291,3.52445754,1,-1.906,-6.83044423
NaRe2Se4,0.37776279,-323.1025054,-320.5720429,-320.7920352,11.0737364,11.0737364,11.0737364,1.02,0.53,1.98,0.391779723,0.93,1.9,2.55,2.6244,0.4225,3,2.51,0.405919584,-0.21999227,1,-1.315,1.21546242
KRe2Se4,0.63239429,-316.1719272,-314.010368,-314.6262353,11.43970172,11.43970172,11.43970172,1.38,0.53,1.98,0.398964336,0.82,1.9,2.55,2.9929,0.4225,3.36,2.51,0.414667902,-0.61586724,1,-1.09375,1.06780914
MgRe2Se4,5.53654891,-326.422692,-332.3987347,-326.8621858,10.82920243,10.82920243,10.82920243,0.72,0.53,1.98,0.387324861,1.31,1.9,2.55,1.5376,0.4225,2.7,2.51,0.396067843,5.53654891,2,-1.595,-3.78552138
CaRe2Se4,0.89503734,-334.7499917,-330.870398,-331.7443246,11.16982874,11.16982874,11.16982874,0.99,0.53,1.98,0.39391433,1,1.9,2.55,2.4025,0.4225,2.97,2.51,0.405065686,-0.87392665,2,-2,0.939796865
AlRe2Se4,5.19164195,-336.7478905,-341.1180298,-335.9263879,10.64977516,10.64977516,10.64977516,0.53,0.53,1.98,0.385155273,1.61,1.9,2.55,0.8836,0.4225,2.51,2.51,0.3876,5.19164195,3,-3.75,-2.706713123
LiOs2Se4,1.70094057,-315.3666222,-314.7596645,-313.0587239,10.56057636,10.56057636,10.56057636,0.76,0.54,1.98,0.386693473,0.98,2.2,2.55,2.4649,0.1225,2.74,2.52,0.397057408,1.70094057,1,-1.906,-1.29904221
NaOs2Se4,0.51918114,-305.8540597,-305.471668,-305.6497525,10.91841133,10.91841133,10.91841133,1.02,0.54,1.98,0.394602162,0.93,2.2,2.55,2.6244,0.1225,3,2.52,0.405384714,-0.17808455,1,-1.315,-0.93260827
KOs2Se4,1.15658387,-298.977373,-297.9372823,-299.0938661,11.28575579,11.28575579,11.28575579,1.38,0.54,1.98,0.402007852,0.82,2.2,2.55,2.9929,0.1225,3.36,2.52,0.414121505,-1.15658387,1,-1.09375,-0.05365931
MgOs2Se4,1.02249103,-311.9165273,-309.6702983,-308.6478073,10.72754854,10.72754854,10.72754854,0.72,0.54,1.98,0.390335415,1.31,2.2,2.55,1.5376,0.1225,2.7,2.52,0.395545954,1.02249103,2,-1.595,0.325614475
CaOs2Se4,1.30839954,-320.1461948,-317.1739589,-317.6720855,11.03634273,11.03634273,11.03634273,0.99,0.54,1.98,0.395864277,1,2.2,2.55,2.4025,0.1225,2.97,2.52,0.404531942,-0.49812659,2,-2,0.48611796
AlOs2Se4,0.74177248,-324.4293982,-319.9470679,-319.4343496,10.57941185,10.57941185,10.57941185,0.53,0.54,1.98,0.388223888,1.61,2.2,2.55,0.8836,0.1225,2.51,2.52,0.387089269,0.51271838,3,-3.75,0.244110093
LiIr2Se4,0.35994282,-295.2837964,-291.3107907,-290.9641825,10.60589751,10.60589751,10.60589751,0.76,0.56,1.98,0.388636237,0.98,2.2,2.55,2.4649,0.1225,2.74,2.54,0.396040113,0.34660828,1,-1.906,2.06700561
NaIr2Se4,0.26810282,-286.5071073,-283.3944599,-283.4830217,10.92032881,10.92032881,10.92032881,1.02,0.56,1.98,0.395204111,0.93,2.2,2.55,2.6244,0.1225,3,2.54,0.404346084,-0.08856178,1,-1.315,1.79764738
KIr2Se4,0.71023539,-279.4124825,-276.8934541,-277.587176,11.27052538,11.27052538,11.27052538,1.38,0.56,1.98,0.401659472,0.82,2.2,2.55,2.9929,0.1225,3.36,2.54,0.41306049,-0.69372192,1,-1.09375,1.42527837
MgIr2Se4,0.57207891,-293.6340508,-289.8746191,-289.3621241,10.74787955,10.74787955,10.74787955,0.72,0.56,1.98,0.391895767,1.31,2.2,2.55,1.5376,0.1225,2.7,2.54,0.394532532,0.51249503,2,-1.595,1.082215835
CaIr2Se4,0.70518122,-303.3355528,-297.9987227,-298.49636,11.03110614,11.03110614,11.03110614,0.99,0.56,1.98,0.396797277,1,2.2,2.55,2.4025,0.1225,2.97,2.54,0.403495496,-0.49763727,2,-2,1.668415025
AlIr2Se4,0.37537932,-300.4730361,-297.3920933,-297.2497488,10.69960061,10.69960061,10.69960061,0.53,0.56,1.98,0.390311693,1.61,2.2,2.55,0.8836,0.1225,2.51,2.54,0.386097514,0.14234452,3,-3.75,-0.22301906
LiPt2Se4,0.33440543,-253.3933431,-250.308289,-249.9738835,10.7323719,10.7323719,10.7323719,0.76,0.56,1.98,0.388257354,0.98,2.2,2.55,2.4649,0.1225,2.74,2.54,0.396040113,0.33440543,1,-1.906,1.17905416
NaPt2Se4,0.3050904,-245.1192092,-242.8973226,-242.9997453,11.04979948,11.04979948,11.04979948,1.02,0.56,1.98,0.394389946,0.93,2.2,2.55,2.6244,0.1225,3,2.54,0.404346084,-0.10242273,1,-1.315,0.90688665
KPt2Se4,0.54323974,-238.3689023,-236.6345409,-237.1652822,11.41994836,11.41994836,11.41994836,1.38,0.56,1.98,0.400476598,0.82,2.2,2.55,2.9929,0.1225,3.36,2.54,0.41306049,-0.53074133,1,-1.09375,0.64061141
CaPt2Se4,0.65221248,-255.6548143,-251.8901485,-252.2901772,11.18997319,11.18997319,11.18997319,0.99,0.56,1.98,0.395399052,1,2.2,2.55,2.4025,0.1225,2.97,2.54,0.403495496,-0.40002869,2,-2,0.882332905
AlPt2Se4,0.97768408,-256.3636352,-253.1303697,-253.5135455,10.787062,10.787062,10.787062,0.53,0.56,1.98,0.38602153,1.61,2.2,2.55,0.8836,0.1225,2.51,2.54,0.386097514,-0.38317583,3,-3.75,-0.17224481
LiAu2Se4,0.60976017,-185.283024,-181.718277,-182.3280372,11.00091312,11.00091312,11.00091312,0.76,0.68,1.98,0.384763084,0.98,2.4,2.55,2.4649,0.0225,2.74,2.66,0.390653015,-0.60976017,1,-1.906,1.65874704
NaAu2Se4,2.30006913,-177.6028653,-177.5635817,-175.3578312,11.40363837,11.40363837,11.40363837,1.02,0.68,1.98,0.392978649,0.93,2.4,2.55,2.6244,0.0225,3,2.66,0.398846004,2.20575052,1,-1.315,-1.27571641
KAu2Se4,1.31161484,-172.9118589,-174.9216914,-175.8352863,11.79101575,11.79101575,11.79101575,1.38,0.68,1.98,0.399514912,0.82,2.4,2.55,2.9929,0.0225,3.36,2.66,0.407441874,-0.91359497,1,-1.09375,-3.10358251
MgAu2Se4,0.53909562,-185.2220534,-181.3395168,-181.7442533,11.17060621,11.17060621,11.17060621,0.72,0.68,1.98,0.386230338,1.31,2.4,2.55,1.5376,0.0225,2.7,2.66,0.38916594,-0.40473649,2,-1.595,1.143768295
CaAu2Se4,1.38511777,-195.3976341,-189.939955,-191.0147349,11.53611896,11.53611896,11.53611896,0.99,0.68,1.98,0.393239369,1,2.4,2.55,2.4025,0.0225,2.97,2.66,0.398006987,-1.07477993,2,-2,1.72883958
AlAu2Se4,0.80983031,-200.760139,-195.1616445,-195.4580147,11.0158848,11.0158848,11.0158848,0.53,0.68,1.98,0.3804567,1.61,2.4,2.55,0.8836,0.0225,2.51,2.66,0.380845659,-0.29637025,3,-3.75,0.616164847
LiHg2Se4,1.78963661,-132.810017,-130.5523854,-132.342022,11.33930057,11.33930057,11.33930057,0.76,1.2,1.98,0.379953987,0.98,1.9,2.55,2.4649,0.4225,2.74,3.18,0.375310672,-1.78963661,1,-1.906,0.35163154
NaHg2Se4,4.48054955,-124.5978526,-124.3403313,-128.8208809,11.80290964,11.80290964,11.80290964,1.02,1.2,1.98,0.388527551,0.93,1.9,2.55,2.6244,0.4225,3,3.18,0.383181894,-4.48054955,1,-1.315,-1.0574787
KHg2Se4,10.93468315,-121.5489332,-118.106394,-129.0218439,12.30092056,12.30092056,12.30092056,1.38,1.2,1.98,0.396245995,0.82,1.9,2.55,2.9929,0.4225,3.36,3.18,0.391440172,-10.91544994,1,-1.09375,2.34878922
MgHg2Se4,0.42818013,-137.1935917,-131.8422955,-131.9977591,11.50295317,11.50295317,11.50295317,0.72,1.2,1.98,0.381332961,1.31,1.9,2.55,1.5376,0.4225,2.7,3.18,0.373882,-0.15546357,2,-1.595,1.878148075
CaHg2Se4,0.70953281,-147.8844947,-141.0029364,-141.6046472,11.88699992,11.88699992,11.88699992,0.99,1.2,1.98,0.388058929,1,1.9,2.55,2.4025,0.4225,2.97,3.18,0.382375828,-0.60171085,2,-2,2.44077916
AlHg2Se4,0.44079911,-155.2804502,-148.5008676,-148.4874581,11.35628327,11.35628327,11.35628327,0.53,1.2,1.98,0.375251696,1.61,1.9,2.55,0.8836,0.4225,2.51,3.18,0.365888486,0.01340949,3,-3.75,1.009860863
LiCe2Se4,0.17683501,-284.4839288,-279.453296,-279.2764609,12.17608278,12.17608278,12.17608278,0.76,1.01,1.98,0.377988749,0.98,1.12,2.55,2.4649,2.0449,2.74,2.99,0.379901956,0.17683501,1,-1.906,3.12463281
NaCe2Se4,0.15096891,-279.9295717,-275.4759752,-275.474782,12.4953599,12.4953599,12.4953599,1.02,1.01,1.98,0.384476668,0.93,1.12,2.55,2.6244,2.0449,3,2.99,0.387869468,0.00119318,1,-1.315,3.13859647
KCe2Se4,0.21578321,-278.9846553,-274.5033751,-274.5977084,12.89570633,12.89570633,12.89570633,1.38,1.01,1.98,0.39218685,0.82,1.12,2.55,2.9929,2.0449,3.36,2.99,0.396228773,-0.09433324,1,-1.09375,3.38753014
MgCe2Se4,0.3414892,-291.5005367,-285.6472114,-285.3057222,12.13660445,12.13660445,12.13660445,0.72,1.01,1.98,0.376650917,1.31,1.12,2.55,1.5376,2.0449,2.7,2.99,0.378455807,0.3414892,2,-1.595,2.129162675
CaCe2Se4,0.48673493,-306.9591702,-298.8781804,-299.081843,12.46142377,12.46142377,12.46142377,0.99,1.01,1.98,0.382837148,1,1.12,2.55,2.4025,2.0449,2.97,2.99,0.387053541,-0.20366259,2,-2,3.04049492
AlCe2Se4,0.95071816,-299.1367548,-295.0425258,-294.194275,11.84937586,11.84937586,11.84937586,0.53,1.01,1.98,0.369143483,1.61,1.12,2.55,0.8836,2.0449,2.51,2.99,0.370364505,0.84825085,3,-3.75,0.114742997
