materials,property,E,E_tet,E_oct,A,B,C,Cation,Metal,Anion,U,ELN_A,ELN_B,ELN_X,DELNAX,DELNBX,R_AX,R_BX,U_emp,E_site,oxidation_state,E_metal,OCV
AlHo2O4,1.83241173,-432.4623331,-427.1715106,-425.3390989,9.040632005,9.040632005,9.040632005,0.53,0.9,1.4,0.366039351,1.61,1.23,3.44,3.3489,4.8841,1.93,2.3,0.373389346,1.83241173,3,-3.75,0.513607497
LiEr2O4,0.47717959,-399.9447521,-392.7424021,-392.7462751,9.451276444,9.451276444,9.451276444,0.76,0.89,1.4,0.387586454,0.98,1.24,3.44,6.0516,4.84,2.16,2.29,0.38330668,-0.00387291,1,-1.906,5.29634999
NaEr2O4,0.18750531,-395.0796703,-388.7287945,-388.8225569,9.667573453,9.667573453,9.667573453,1.02,0.89,1.4,0.39289766,0.93,1.24,3.44,6.3001,4.84,2.42,2.29,0.391345598,-0.09376235,1,-1.315,5.03587581
KEr2O4,0.25740997,-391.4165282,-386.1151934,-385.9191242,9.962481529,9.962481529,9.962481529,1.38,0.89,1.4,0.399181609,0.82,1.24,3.44,6.8644,4.84,2.78,2.29,0.39977982,0.19606921,1,-1.09375,4.20758476
MgEr2O4,0.73773839,-423.7284043,-413.6810786,-412.9433402,9.273032734,9.273032734,9.273032734,0.72,0.89,1.4,0.381427716,1.31,1.24,3.44,4.5369,4.84,2.12,2.29,0.38184757,0.73773839,2,-1.595,4.22616282
CaEr2O4,0.46337907,-437.6715169,-426.2176542,-425.8704588,9.569746165,9.569746165,9.569746165,0.99,0.89,1.4,0.38843984,1,1.24,3.44,5.9536,4.84,2.39,2.29,0.390522359,0.3471954,2,-2,4.72693136
AlEr2O4,2.11784437,-432.8366046,-428.1468004,-426.028956,9.005351716,9.005351716,9.005351716,0.53,0.89,1.4,0.366412591,1.61,1.24,3.44,3.3489,4.84,1.93,2.29,0.373683754,2.11784437,3,-3.75,0.313268083
LiTm2O4,0.38967006,-401.2397801,-394.378983,-393.9893129,9.397542122,9.397542122,9.397542122,0.76,0.88,1.4,0.387701291,0.98,1.25,3.44,6.0516,4.7961,2.16,2.28,0.383612324,0.38967006,1,-1.906,4.95479712
NaTm2O4,0.48518352,-396.1726998,-389.8103815,-389.8982906,9.615866733,9.615866733,9.615866733,1.02,0.88,1.4,0.392994104,0.93,1.25,3.44,6.3001,4.7961,2.42,2.28,0.391657653,-0.0879091,1,-1.315,5.04731831
KTm2O4,0.00769273,-392.1673967,-386.5704543,-386.5627616,9.911161801,9.911161801,9.911161801,1.38,0.88,1.4,0.399365734,0.82,1.25,3.44,6.8644,4.7961,2.78,2.28,0.4000986,0.00769273,1,-1.09375,4.50319232
MgTm2O4,0.72010923,-425.213393,-415.0747704,-414.3546612,9.226531396,9.226531396,9.226531396,0.72,0.88,1.4,0.381725304,1.31,1.25,3.44,4.5369,4.7961,2.12,2.28,0.382152051,0.72010923,2,-1.595,4.27181131
CaTm2O4,0.4783632,-438.7860301,-427.3246997,-426.9839271,9.524095245,9.524095245,9.524095245,0.99,0.88,1.4,0.388736151,1,1.25,3.44,5.9536,4.7961,2.39,2.28,0.390833757,0.34077258,2,-2,4.73066523
AlTm2O4,1.76375778,-433.3605862,-428.6616505,-426.8978927,8.963633608,8.963633608,8.963633608,0.53,0.88,1.4,0.366825525,1.61,1.25,3.44,3.3489,4.7961,1.93,2.28,0.373981725,1.76375778,3,-3.75,0.31631192
LiLu2O4,0.56922317,-403.087295,-396.1376688,-395.7494538,9.292080293,9.292080293,9.292080293,0.76,0.85,1.4,0.387757439,0.98,1,3.44,6.0516,5.9536,2.16,2.25,0.384552065,0.38821491,1,-1.906,5.04362628
NaLu2O4,0.3494738,-397.6057011,-391.2403796,-391.3251505,9.518180047,9.518180047,9.518180047,1.02,0.85,1.4,0.39322611,0.93,1,3.44,6.3001,5.9536,2.42,2.25,0.392617102,-0.08477098,1,-1.315,5.05032153
KLu2O4,0.63241464,-392.9583918,-387.8334525,-387.3497598,9.81584999,9.81584999,9.81584999,1.38,0.85,1.4,0.399642617,0.82,1,3.44,6.8644,5.9536,2.78,2.25,0.401078727,0.48369271,1,-1.09375,4.03118929
MgLu2O4,0.69185554,-427.4738483,-417.1932581,-416.5014025,9.142320074,9.142320074,9.142320074,0.72,0.85,1.4,0.382344342,1.31,1,3.44,4.5369,5.9536,2.12,2.25,0.383088215,0.69185554,2,-1.595,4.34279509
CaLu2O4,0.4597084,-440.3044677,-428.8355166,-428.5077142,9.439321255,9.439321255,9.439321255,0.99,0.85,1.4,0.389298756,1,1,3.44,5.9536,5.9536,2.39,2.25,0.391791188,0.32780232,2,-2,4.73447556
AlLu2O4,1.71264739,-433.7359112,-429.7613988,-428.0487514,8.897971405,8.897971405,8.897971405,0.53,0.85,1.4,0.367602146,1.61,1,3.44,3.3489,5.9536,1.93,2.25,0.374897874,1.71264739,3,-3.75,0.074837473
LiSc2S4,0.18819269,-334.4727757,-329.0297548,-328.9933256,10.6131104,10.6131104,10.6131104,0.76,0.75,1.84,0.382359084,0.98,1.36,2.58,2.56,1.4884,2.6,2.59,0.387962311,0.0364292,1,-1.906,3.53702091
NaSc2S4,0.31337419,-326.5101498,-322.001234,-322.1698433,10.97375577,10.97375577,10.97375577,1.02,0.75,1.84,0.389870338,0.93,1.36,2.58,2.7225,1.4884,2.86,2.59,0.39609887,-0.16860923,1,-1.315,3.19391578
KSc2S4,0.51351416,-321.1970998,-317.0632736,-317.5767878,11.37772674,11.37772674,11.37772674,1.38,0.75,1.84,0.39738793,0.82,1.36,2.58,3.0976,1.4884,3.22,2.59,0.404635533,-0.51351416,1,-1.09375,3.04007612
MgSc2S4,0.37712917,-344.1494004,-337.4391326,-337.3187114,10.70202134,10.70202134,10.70202134,0.72,0.75,1.84,0.382921871,1.31,1.36,2.58,1.6129,1.4884,2.56,2.59,0.386485479,0.12042115,2,-1.595,2.55763392
CaSc2S4,0.71582728,-355.2741663,-346.8334807,-347.3970821,11.04637077,11.04637077,11.04637077,0.99,0.75,1.84,0.389364212,1,1.36,2.58,2.4964,1.4884,2.83,2.59,0.395265631,-0.56360135,2,-2,3.2203428
AlSc2S4,0.87325463,-352.2724278,-348.3845519,-347.8802662,10.46281559,10.46281559,10.46281559,0.53,0.75,1.84,0.376357144,1.61,1.36,2.58,0.9409,1.4884,2.37,2.59,0.378222505,0.50428571,3,-3.75,0.045958607
LiTi2S4,0.23278649,-348.0687382,-344.4717099,-344.4881347,10.16445772,10.16445772,10.16445772,0.76,0.68,1.84,0.383221349,0.98,1.54,2.58,2.56,1.0816,2.6,2.52,0.390653015,-0.01642478,1,-1.906,1.69102823
NaTi2S4,0.37753725,-337.2571753,-334.647939,-334.9908951,10.53719547,10.53719547,10.53719547,1.02,0.68,1.84,0.39042937,0.93,1.54,2.58,2.7225,1.0816,2.86,2.52,0.398846004,-0.34295606,1,-1.315,1.29423628
KTi2S4,0.45821714,-328.2911867,-326.4979664,-326.885146,10.95125793,10.95125793,10.95125793,1.38,0.68,1.84,0.397683096,0.82,1.54,2.58,3.0976,1.0816,3.22,2.52,0.407441874,-0.38717954,1,-1.09375,0.69947027
MgTi2S4,0.23858913,-343.7423198,-340.8486477,-340.7097972,10.35767336,10.35767336,10.35767336,0.72,0.68,1.84,0.384336588,1.31,1.54,2.58,1.6129,1.0816,2.56,2.52,0.38916594,0.13885046,2,-1.595,0.64933608
CaTi2S4,0.58410142,-351.3652551,-347.8481227,-348.3294044,10.73796734,10.73796734,10.73796734,0.99,0.68,1.84,0.390962457,1,1.54,2.58,2.4964,1.0816,2.83,2.52,0.398006987,-0.48128175,2,-2,0.75856623
AlTi2S4,0.89483528,-355.2639,-351.9928178,-351.0979825,10.14025683,10.14025683,10.14025683,0.53,0.68,1.84,0.379126407,1.61,1.54,2.58,0.9409,1.0816,2.37,2.52,0.380845659,0.89483528,3,-3.75,-0.159639257
LiV2S4,0.60727417,-343.027907,-340.385226,-339.9349597,10.0000624,10.0000624,10.0000624,0.76,0.59,1.84,0.383588244,0.98,1.63,2.58,2.56,0.9025,2.6,2.43,0.394584897,0.45026625,1,-1.906,0.73668101
NaV2S4,0.32103177,-331.6239295,-329.9327822,-329.6829787,10.43326629,10.43326629,10.43326629,1.02,0.59,1.84,0.392912607,0.93,1.63,2.58,2.7225,0.9025,2.86,2.43,0.402860348,0.24980351,1,-1.315,0.37614724
KV2S4,0.41451894,-323.5417922,-322.2733883,-322.1897695,10.83516162,10.83516162,10.83516162,1.38,0.59,1.84,0.400459394,0.82,1.63,2.58,3.0976,0.9025,3.22,2.43,0.411542734,0.08361882,1,-1.09375,0.17465389
MgV2S4,0.6720412,-342.5722139,-339.709701,-339.0376598,10.25032049,10.25032049,10.25032049,0.72,0.59,1.84,0.386467144,1.31,1.63,2.58,1.6129,0.9025,2.56,2.43,0.393082855,0.6720412,2,-1.595,0.633756445
CaV2S4,0.43173813,-350.3828581,-346.0672606,-346.397063,10.61449387,10.61449387,10.61449387,0.99,0.59,1.84,0.393158908,1,1.63,2.58,2.4964,0.9025,2.83,2.43,0.402012886,-0.32980235,2,-2,1.15779873
AlV2S4,0.90870263,-356.4474658,-352.136112,-351.2274094,10.09944293,10.09944293,10.09944293,0.53,0.59,1.84,0.381234632,1.61,1.63,2.58,0.9409,0.9025,2.37,2.43,0.384678831,0.90870263,3,-3.75,0.187117923
LiCr2S4,0.2133472,-344.3020469,-339.8691084,-339.6930145,9.967852752,9.967852752,9.967852752,0.76,0.61,1.84,0.385735429,0.98,1.66,2.58,2.56,0.8464,2.6,2.45,0.393658101,0.17609385,1,-1.906,2.5269385
NaCr2S4,0.32422597,-333.3698247,-329.8453013,-330.1083069,10.36725061,10.36725061,10.36725061,1.02,0.61,1.84,0.394055606,0.93,1.66,2.58,2.7225,0.8464,2.86,2.45,0.401914114,-0.26300553,1,-1.315,2.20952332
KCr2S4,0.54212525,-325.1254871,-322.2837212,-322.8258464,10.7941366,10.7941366,10.7941366,1.38,0.61,1.84,0.401311145,0.82,1.66,2.58,3.0976,0.8464,3.22,2.45,0.410576107,-0.54212525,1,-1.09375,1.74801596
MgCr2S4,0.45243496,-347.2412277,-342.1905425,-342.0286933,10.19689543,10.19689543,10.19689543,0.72,0.61,1.84,0.388402955,1.31,1.66,2.58,1.6129,0.8464,2.56,2.45,0.392159587,0.16184912,2,-1.595,1.7278426
CaCr2S4,0.79431048,-355.7845536,-349.1962695,-349.8913968,10.55060759,10.55060759,10.55060759,0.99,0.61,1.84,0.394473353,1,1.66,2.58,2.4964,0.8464,2.83,2.45,0.401068643,-0.69512735,2,-2,2.294142085
AlCr2S4,0.62803842,-357.1753308,-353.0972851,-352.962533,10.02007965,10.02007965,10.02007965,0.53,0.61,1.84,0.382499791,1.61,1.66,2.58,0.9409,0.8464,2.37,2.45,0.383775302,0.13475206,3,-3.75,0.109348557
LiMn2S4,0.27277136,-332.4862059,-328.7673363,-328.6604251,9.84614992,9.84614992,9.84614992,0.76,0.52,1.84,0.387382109,0.98,1.55,2.58,2.56,1.0609,2.6,2.36,0.398115864,0.10691123,1,-1.906,1.81286957
NaMn2S4,0.43268297,-320.8148163,-318.3276561,-318.6781054,10.22087305,10.22087305,10.22087305,1.02,0.52,1.84,0.394352053,0.93,1.55,2.58,2.7225,1.0609,2.86,2.36,0.406465368,-0.35044927,1,-1.315,1.1721602
KMn2S4,1.32843267,-311.534206,-309.6144642,-310.9428968,10.84511609,10.84511609,10.84511609,1.38,0.52,1.84,0.400358358,0.82,1.55,2.58,3.0976,1.0609,3.22,2.36,0.415225449,-1.32843267,1,-1.09375,0.82599182
MgMn2S4,0.50094818,-329.6664381,-325.5452294,-325.6825209,10.30476296,10.30476296,10.30476296,0.72,0.52,1.84,0.38699859,1.31,1.55,2.58,1.6129,1.0609,2.56,2.36,0.396600381,-0.13729153,2,-1.595,1.263104355
CaMn2S4,0.68358459,-338.3170468,-332.7902101,-333.4714075,10.67445607,10.67445607,10.67445607,0.99,0.52,1.84,0.393594469,1,1.55,2.58,2.4964,1.0609,2.83,2.36,0.405610323,-0.68119735,2,-2,1.76341833
AlMn2S4,0.66453639,-345.3139557,-339.305865,-339.1647935,10.18765916,10.18765916,10.18765916,0.53,0.52,1.84,0.380163514,1.61,1.55,2.58,0.9409,1.0609,2.37,2.36,0.388121153,0.14107147,3,-3.75,0.7526969
LiFe2S4,0.64767741,-308.5343195,-305.1533192,-304.5056418,9.702373874,9.702373874,9.702373874,0.76,0.56,1.84,0.388868688,0.98,1.83,2.58,2.56,0.5625,2.6,2.4,0.396040113,0.64767741,1,-1.906,1.47500025
NaFe2S4,0.34262513,-293.2957658,-294.2107546,-294.5357474,10.00226943,10.00226943,10.00226943,1.02,0.56,1.84,0.397812958,0.93,1.83,2.58,2.7225,0.5625,2.86,2.4,0.404346084,-0.3249928,1,-1.315,-2.2299888
KFe2S4,0.81822291,-287.0952367,-285.1412052,-285.9343023,10.4362326,10.4362326,10.4362326,1.38,0.56,1.84,0.403604725,0.82,1.83,2.58,3.0976,0.5625,3.22,2.4,0.41306049,-0.79309715,1,-1.09375,0.86028153
MgFe2S4,0.35159401,-307.5858455,-303.7598253,-303.5476419,9.839557499,9.839557499,9.839557499,0.72,0.56,1.84,0.392194064,1.31,1.83,2.58,1.6129,0.5625,2.56,2.4,0.394532532,0.2121834,2,-1.595,1.115510075
CaFe2S4,1.01946628,-313.6197563,-308.7774976,-309.7969639,10.18382598,10.18382598,10.18382598,0.99,0.56,1.84,0.398116686,1,1.83,2.58,2.4964,0.5625,2.83,2.4,0.403495496,-1.01946628,2,-2,1.42112935
AlFe2S4,1.10852124,-320.9362181,-317.264409,-317.0566704,9.833704791,9.833704791,9.833704791,0.53,0.56,1.84,0.384415185,1.61,1.83,2.58,0.9409,0.5625,2.37,2.4,0.386097514,0.20773861,3,-3.75,-0.026063647
LiCo2S4,0.26185055,-290.1997228,-285.8626739,-285.6957067,9.614199032,9.614199032,9.614199032,0.76,0.53,1.84,0.390907054,0.98,1.88,2.58,2.56,0.49,2.6,2.37,0.397581291,0.16696719,1,-1.906,2.43104887
NaCo2S4,0.36753858,-278.2961578,-275.2140313,-275.5799203,9.967128116,9.967128116,9.967128116,1.02,0.53,1.84,0.398113019,0.93,1.88,2.58,2.7225,0.49,2.86,2.37,0.405919584,-0.36588903,1,-1.315,1.76712655
KCo2S4,1.03406967,-267.6375084,-265.539949,-266.3759818,10.35628518,10.35628518,10.35628518,1.38,0.53,1.84,0.404358987,0.82,1.88,2.58,3.0976,0.49,3.22,2.37,0.414667902,-0.83603276,1,-1.09375,1.00380943
MgCo2S4,0.50000652,-291.2022293,-286.6841473,-286.4907454,9.789895741,9.789895741,9.789895741,0.72,0.53,1.84,0.393553164,1.31,1.88,2.58,1.6129,0.49,2.56,2.37,0.396067843,0.19340186,2,-1.595,1.461541015
AlCo2S4,0.68169602,-305.311548,-300.2724907,-299.9916344,9.602725095,9.602725095,9.602725095,0.53,0.53,1.84,0.388505414,1.61,1.88,2.58,0.9409,0.49,2.37,2.37,0.3876,0.28085633,3,-3.75,0.429685773
LiNi2S4,0.30583804,-261.1445643,-257.00624,-256.7929924,9.689613015,9.689613015,9.689613015,0.76,0.49,1.84,0.389959236,0.98,1.91,2.58,2.56,0.4489,2.6,2.33,0.39978816,0.21324763,1,-1.906,2.23232427
NaNi2S4,0.39028217,-249.2006722,-246.6407289,-246.9404949,10.05153818,10.05153818,10.05153818,1.02,0.49,1.84,0.396713504,0.93,1.91,2.58,2.7225,0.4489,2.86,2.33,0.408172736,-0.29976597,1,-1.315,1.24494329
KNi2S4,0.94819225,-239.225219,-237.2826498,-238.1994101,10.47508237,10.47508237,10.47508237,1.38,0.49,1.84,0.403356142,0.82,1.91,2.58,3.0976,0.4489,3.22,2.33,0.416969614,-0.91676034,1,-1.09375,0.84881919
MgNi2S4,0.51367228,-258.6614944,-254.7223448,-254.9075383,9.900905182,9.900905182,9.900905182,0.72,0.49,1.84,0.391535515,1.31,1.91,2.58,1.6129,0.4489,2.56,2.33,0.398266311,-0.18519353,2,-1.595,1.172074785
CaNi2S4,0.79665836,-265.3470165,-260.3556459,-261.0821589,10.27455852,10.27455852,10.27455852,0.99,0.49,1.84,0.397518838,1,1.91,2.58,2.4964,0.4489,2.83,2.33,0.407314099,-0.726513,2,-2,1.495685265
AlNi2S4,0.77637635,-275.8589096,-270.0746321,-270.1664738,9.727927934,9.727927934,9.727927934,0.53,0.49,1.84,0.386328652,1.61,1.91,2.58,0.9409,0.4489,2.37,2.33,0.389751465,-0.09184168,3,-3.75,0.67809252
LiCu2S4,0.3165785,-213.4104004,-208.8605932,-208.9574654,9.8849529,9.8849529,9.8849529,0.76,0.57,1.84,0.386489223,0.98,1.9,2.58,2.56,0.4624,2.6,2.41,0.395545954,-0.09687217,1,-1.906,2.6438072
NaCu2S4,4.1089399,-202.4020882,-203.2729545,-199.5768403,10.3559509,10.3559509,10.3559509,1.02,0.57,1.84,0.39531383,0.93,1.9,2.58,2.7225,0.4624,2.86,2.41,0.403841561,3.69611427,1,-1.315,-2.18586632
KCu2S4,3.48213792,-195.4301625,-200.5556685,-204.0378064,10.80980872,10.80980872,10.80980872,1.38,0.57,1.84,0.402668678,0.82,1.9,2.58,3.0976,0.4624,3.22,2.41,0.412545094,-3.48213792,1,-1.09375,-6.21925599
MgCu2S4,0.34576667,-217.0722033,-211.8321979,-211.9912265,10.11739582,10.11739582,10.11739582,0.72,0.57,1.84,0.388711289,1.31,1.9,2.58,1.6129,0.4624,2.56,2.41,0.394040254,-0.15902865,2,-1.595,1.8225027
CaCu2S4,0.71417643,-224.2914434,-218.1257747,-218.8399511,10.50779407,10.50779407,10.50779407,0.99,0.57,1.84,0.395733232,1,1.9,2.58,2.4964,0.4624,2.83,2.41,0.402992035,-0.71417643,2,-2,2.082834385
AlCu2S4,0.71834958,-239.0672642,-231.3837698,-231.3800408,9.952265591,9.952265591,9.952265591,0.53,0.57,1.84,0.383069459,1.61,1.9,2.58,0.9409,0.4624,2.37,2.41,0.385615761,0.00372901,3,-3.75,1.311164797
LiZn2S4,5.32690652,-178.2533493,-176.8739509,-182.1727689,10.2268627,10.2268627,10.2268627,0.76,0.74,1.84,0.38352509,0.98,1.65,2.58,2.56,0.8649,2.6,2.58,0.388329831,-5.298818,1,-1.906,-0.52660155
NaZn2S4,0.28145108,-168.8903973,-164.9832893,-165.2647404,10.71640379,10.71640379,10.71640379,1.02,0.74,1.84,0.393209888,0.93,1.65,2.58,2.7225,0.8649,2.86,2.58,0.396474097,-0.28145108,1,-1.315,2.59210796
KZn2S4,14.12722016,-163.8847685,-162.0381839,-176.0938175,11.17822074,11.17822074,11.17822074,1.38,0.74,1.84,0.400671426,0.82,1.65,2.58,3.0976,0.8649,3.22,2.58,0.405018848,-14.05563364,1,-1.09375,0.75283455
MgZn2S4,0.44527303,-186.8321977,-180.4510774,-180.5544788,10.3930839,10.3930839,10.3930839,0.72,0.74,1.84,0.385350156,1.31,1.65,2.58,1.6129,0.8649,2.56,2.58,0.3868516,-0.10340142,2,-1.595,2.39306013
CaZn2S4,0.69184937,-195.0865005,-187.7954792,-188.4873286,10.7993824,10.7993824,10.7993824,0.99,0.74,1.84,0.392367118,1,1.65,2.58,2.4964,0.8649,2.83,2.58,0.39564007,-0.69184937,2,-2,2.645510645
AlZn2S4,0.63461295,-211.9315868,-202.5963081,-202.5221129,10.18133932,10.18133932,10.18133932,0.53,0.74,1.84,0.379879936,1.61,1.65,2.58,0.9409,0.8649,2.37,2.58,0.378580798,0.07419522,3,-3.75,1.861759563
LiY2S4,0.17463387,-342.7224975,-337.1117626,-336.9489793,11.16917873,11.16917873,11.16917873,0.76,0.9,1.84,0.380610621,0.98,1.22,2.58,2.56,1.8496,2.6,2.74,0.38300469,0.16278331,1,-1.906,3.70473489
NaY2S4,0.19697368,-336.87537,-332.0174273,-332.040756,11.50386803,11.50386803,11.50386803,1.02,0.9,1.84,0.387622743,0.93,1.22,2.58,2.7225,1.8496,2.86,2.74,0.391037275,-0.0233287,1,-1.315,3.54294266
KY2S4,0.15464739,-333.9046555,-329.4210561,-329.4788764,11.89147923,11.89147923,11.89147923,1.38,0.9,1.84,0.395050032,0.82,1.22,2.58,3.0976,1.8496,3.22,2.74,0.399464852,-0.05782026,1,-1.09375,3.38984936
MgY2S4,0.38458863,-353.8137915,-346.7518263,-346.475837,11.16896103,11.16896103,11.16896103,0.72,0.9,1.84,0.37975691,1.31,1.22,2.58,1.6129,1.8496,2.56,2.74,0.38154673,0.27598925,2,-1.595,2.73348263
CaY2S4,0.55149726,-367.5723491,-358.5932217,-358.8827355,11.50236099,11.50236099,11.50236099,0.99,0.9,1.84,0.386167145,1,1.22,2.58,2.4964,1.8496,2.83,2.74,0.390214684,-0.28951386,2,-2,3.489563725
AlY2S4,1.02921194,-360.0709748,-356.2632507,-355.44402,10.88665527,10.88665527,10.88665527,0.53,0.9,1.84,0.372021081,1.61,1.22,2.58,0.9409,1.8496,2.37,2.74,0.373389346,0.81923072,3,-3.75,0.019241367
LiZr2S4,0.17526511,-371.5112789,-368.1545854,-368.1004124,10.62897447,10.62897447,10.62897447,0.76,0.72,1.84,0.381334027,0.98,1.33,2.58,2.56,1.5625,2.6,2.56,0.389081091,0.05417303,1,-1.906,1.4506935
NaZr2S4,0.33358017,-362.9188137,-360.5512359,-360.7016986,10.95300383,10.95300383,10.95300383,1.02,0.72,1.84,0.387999498,0.93,1.33,2.58,2.7225,1.5625,2.86,2.56,0.397241113,-0.15046271,1,-1.315,1.05257778
KZr2S4,0.36943132,-356.2195235,-354.3522449,-354.6684306,11.31805043,11.31805043,11.31805043,1.38,0.72,1.84,0.394878279,0.82,1.33,2.58,3.0976,1.5625,3.22,2.56,0.405802394,-0.31618575,1,-1.09375,0.77352866
MgZr2S4,0.40655517,-363.9292202,-361.8489291,-361.74706,10.68933366,10.68933366,10.68933366,0.72,0.72,1.84,0.380604741,1.31,1.33,2.58,1.6129,1.5625,2.56,2.56,0.3876,0.10186912,2,-1.595,0.242645545
CaZr2S4,0.82251656,-373.0950698,-370.5575746,-371.1390813,11.03688907,11.03688907,11.03688907,0.99,0.72,1.84,0.38767601,1,1.33,2.58,2.4964,1.5625,2.83,2.56,0.396405472,-0.58150671,2,-2,0.268747615
AlZr2S4,1.03343166,-373.3741776,-370.2734638,-369.2400321,10.46315741,10.46315741,10.46315741,0.53,0.72,1.84,0.37495563,1.61,1.33,2.58,0.9409,1.5625,2.37,2.56,0.379313198,1.03343166,3,-3.75,-0.21642874
LiNb2S4,0.13694405,-365.1187682,-364.1842953,-364.1893557,10.21373197,10.21373197,10.21373197,0.76,0.64,1.84,0.378400376,0.98,1.6,2.58,2.56,0.9604,2.6,2.48,0.392327205,-0.00506039,1,-1.906,-0.97152717
NaNb2S4,0.24253678,-352.3172266,-354.301646,-354.5383674,10.64032735,10.64032735,10.64032735,1.02,0.64,1.84,0.387216514,0.93,1.6,2.58,2.7225,0.9604,2.86,2.48,0.400555306,-0.23672139,1,-1.315,-3.2994194
KNb2S4,0.24727617,-343.6508642,-346.0618085,-346.1027579,11.09722359,11.09722359,11.09722359,1.38,0.64,1.84,0.396900965,0.82,1.6,2.58,3.0976,0.9604,3.22,2.48,0.409188014,-0.04094941,1,-1.09375,-3.50469431
MgNb2S4,1.31700414,-358.7591784,-361.225881,-359.998279,10.41302817,10.41302817,10.41302817,0.72,0.64,1.84,0.381551374,1.31,1.6,2.58,1.6129,0.9604,2.56,2.48,0.390833757,1.22760205,2,-1.595,-2.03085133
CaNb2S4,1.00716531,-365.1660021,-366.0362844,-366.9677606,10.83902449,10.83902449,10.83902449,0.99,0.64,1.84,0.389400184,1,1.6,2.58,2.4964,0.9604,2.83,2.48,0.399712693,-0.93147624,2,-2,-1.435141135
AlNb2S4,2.49063633,-371.4201095,-371.7164332,-369.3545256,10.22165655,10.22165655,10.22165655,0.53,0.64,1.84,0.377150669,1.61,1.6,2.58,0.9409,0.9604,2.37,2.48,0.382477818,2.36190761,3,-3.75,-1.348774543
LiMo2S4,2.41092434,-355.1054633,-360.9349693,-358.524045,10.20941256,10.20941256,10.20941256,0.76,0.54,1.84,0.383228767,0.98,2.16,2.58,2.56,0.1764,2.6,2.38,0.397057408,2.41092434,1,-1.906,-7.73550598
NaMo2S4,0.93904996,-345.1629705,-345.8922877,-344.9831265,10.66336889,10.66336889,10.66336889,1.02,0.54,1.84,0.391660833,0.93,2.16,2.58,2.7225,0.1764,2.86,2.38,0.405384714,0.90916122,1,-1.315,-2.04431724
KMo2S4,0.46987163,-337.9559058,-335.4703813,-335.940253,11.06003069,11.06003069,11.06003069,1.38,0.54,1.84,0.399386921,0.82,2.16,2.58,3.0976,0.1764,3.22,2.38,0.414121505,-0.46987163,1,-1.09375,1.39177441
MgMo2S4,0.41815287,-351.5513658,-348.0358244,-347.772821,10.497356,10.497356,10.497356,0.72,0.54,1.84,0.386184462,1.31,2.16,2.58,1.6129,0.1764,2.56,2.38,0.395545954,0.26300345,2,-1.595,0.960270695
CaMo2S4,0.76488783,-362.0877211,-356.7875636,-357.4247249,10.85268253,10.85268253,10.85268253,0.99,0.54,1.84,0.392826865,1,2.16,2.58,2.4964,0.1764,2.83,2.38,0.404531942,-0.63716128,2,-2,1.650078735
AlMo2S4,9.70716388,-364.593394,-368.6915014,-360.8389786,10.03339975,10.03339975,10.03339975,0.53,0.54,1.84,0.379257615,1.61,2.16,2.58,0.9409,0.1764,2.37,2.38,0.387089269,7.85252283,3,-3.75,-2.616035803
LiTc2S4,0.26059384,-341.1630249,-337.1532943,-336.9734182,10.17468696,10.17468696,10.17468696,0.76,0.5,1.84,0.385493694,0.98,2.1,2.58,2.56,0.2304,2.6,2.34,0.399218828,0.17987604,1,-1.906,2.1037306
NaTc2S4,0.39890774,-331.1090764,-328.1448936,-328.3785285,10.51314618,10.51314618,10.51314618,1.02,0.5,1.84,0.39255387,0.93,2.1,2.58,2.7225,0.2304,2.86,2.34,0.407591464,-0.2336349,1,-1.315,1.64918275
KTc2S4,0.59827026,-323.1552729,-320.6998793,-321.2981496,10.88409762,10.88409762,10.88409762,1.38,0.5,1.84,0.399912396,0.82,2.1,2.58,3.0976,0.2304,3.22,2.34,0.416375814,-0.59827026,1,-1.09375,1.36164358
MgTc2S4,0.73338673,-338.7898847,-335.1437117,-334.9310921,10.25292036,10.25292036,10.25292036,0.72,0.5,1.84,0.386848463,1.31,2.1,2.58,1.6129,0.2304,2.56,2.34,0.397699146,0.21261958,2,-1.595,1.02558651
CaTc2S4,0.83144935,-346.7390907,-342.0698777,-342.8463072,10.61205114,10.61205114,10.61205114,0.99,0.5,1.84,0.394723162,1,2.1,2.58,2.4964,0.2304,2.83,2.34,0.40673405,-0.77642953,2,-2,1.33460653
AlTc2S4,3.72389872,-352.7350646,-352.9292619,-349.2053632,10.02306584,10.02306584,10.02306584,0.53,0.5,1.84,0.382739141,1.61,2.1,2.58,0.9409,0.2304,2.37,2.34,0.389196427,3.72389872,3,-3.75,-1.314732427
LiRu2S4,2.20857031,-320.0272732,-319.5442335,-317.3356632,9.982035457,9.982035457,9.982035457,0.76,0.56,1.84,0.386521161,0.98,2.2,2.58,2.56,0.1444,2.6,2.4,0.396040113,2.20857031,1,-1.906,-1.42296027
NaRu2S4,1.16331596,-309.7677702,-309.1354817,-308.1398994,10.37838502,10.37838502,10.37838502,1.02,0.56,1.84,0.39616883,0.93,2.2,2.58,2.7225,0.1444,2.86,2.4,0.404346084,0.99558231,1,-1.315,-0.68271152
